investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_anomaly_flag
INV002196,2068-04-11,119599,SIP,2465,Delhi,Gurugram,T30,26-35,Female,23.6,UPI,Verified,True
INV002403,2068-04-13,119599,Lumpsum,208341,Maharashtra,Nashik,B30,18-25,Male,3.3,Cheque,Verified,True
INV002351,2068-05-09,119599,SIP,1819,Gujarat,Ahmedabad,T30,36-45,Male,18.9,UPI,Verified,True
INV000546,2068-05-21,119599,Lumpsum,134018,Karnataka,Mysore,B30,26-35,Male,9.5,UPI,Verified,True
INV000734,2068-10-18,119599,SIP,13382,Maharashtra,Pune,T30,26-35,Female,15.2,Net Banking,Verified,True
INV002476,2068-11-17,119599,Lumpsum,417583,Telangana,Hyderabad,T30,36-45,Female,58.6,Cheque,Verified,True
INV001870,2068-12-14,119599,SIP,1198,Madhya Pradesh,Indore,T30,26-35,Male,19.3,Cheque,Verified,True
INV004523,2069-03-08,119599,SIP,6411,Haryana,Gurugram,T30,26-35,Female,13.5,Net Banking,Verified,True
INV003209,2069-07-29,119599,Lumpsum,87243,Delhi,Gurugram,T30,46-55,Male,76.0,Net Banking,Verified,True
INV002095,2069-12-26,119599,Lumpsum,281899,Punjab,Amritsar,B30,26-35,Male,9.2,UPI,Verified,True
INV000101,2070-01-23,119599,SIP,5991,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Mandate,Verified,True
INV001083,2070-03-06,119599,Lumpsum,426872,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified,True
INV000361,2070-03-25,119599,SIP,8748,Maharashtra,Pune,T30,46-55,Male,27.1,Cheque,Verified,True
INV004042,2070-06-22,119599,SIP,848,Madhya Pradesh,Bhopal,B30,36-45,Male,36.0,Mandate,Verified,True
INV004410,2070-11-14,119599,SIP,6995,Tamil Nadu,Chennai,T30,36-45,Male,45.5,UPI,Pending,True
INV000935,2070-12-11,119599,SIP,3193,Telangana,Hyderabad,T30,36-45,Male,14.6,UPI,Verified,True
INV004071,2071-02-26,119599,Lumpsum,416275,Gujarat,Ahmedabad,T30,36-45,Female,22.2,Cheque,Verified,True
INV003054,2071-05-14,119599,SIP,46656,Telangana,Hyderabad,T30,56+,Female,77.1,Net Banking,Verified,True
INV002463,2071-08-27,119599,SIP,7980,Punjab,Amritsar,B30,18-25,Male,7.0,Net Banking,Verified,True
INV002038,2071-11-01,119599,Lumpsum,412687,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Mandate,Verified,True
INV004427,2071-11-19,119599,SIP,2478,Punjab,Amritsar,B30,36-45,Female,54.2,Net Banking,Verified,True
INV002751,2072-01-24,119599,SIP,5289,Delhi,New Delhi,T30,36-45,Male,45.4,Cheque,Verified,True
INV002888,2072-02-12,119599,SIP,1899,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Verified,True
INV000693,2072-02-28,119599,Lumpsum,129175,Haryana,Faridabad,B30,26-35,Male,11.0,Net Banking,Verified,True
INV004388,2072-03-16,119599,Lumpsum,486132,Gujarat,Surat,T30,26-35,Female,10.3,Mandate,Verified,True
INV003408,2072-03-19,119599,Lumpsum,271055,West Bengal,Kolkata,T30,18-25,Male,6.1,Net Banking,Verified,True
INV004283,2072-05-11,119599,SIP,8435,Telangana,Hyderabad,T30,26-35,Male,9.6,Net Banking,Verified,True
INV004244,2072-05-13,119599,SIP,2849,Karnataka,Bangalore,T30,26-35,Male,16.8,Net Banking,Verified,True
INV001583,2072-07-05,119599,Lumpsum,292784,Delhi,Gurugram,T30,18-25,Male,3.1,Net Banking,Verified,True
INV002957,2072-07-17,119599,SIP,40306,Tamil Nadu,Chennai,T30,26-35,Male,15.5,Cheque,Verified,True
INV001287,2072-08-17,119599,Lumpsum,98414,Telangana,Hyderabad,T30,36-45,Female,19.1,Mandate,Verified,True
INV004669,2072-12-18,119599,SIP,928,Punjab,Chandigarh,T30,26-35,Male,8.6,Mandate,Verified,True
INV004837,2072-12-19,119599,SIP,2352,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,Verified,True
INV000603,2073-02-01,119599,SIP,6778,West Bengal,Kolkata,T30,26-35,Male,17.3,Cheque,Verified,True
INV001989,2073-05-06,119599,SIP,2161,Telangana,Hyderabad,T30,36-45,Female,17.8,UPI,Verified,True
INV000514,2073-05-28,119599,Lumpsum,372097,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,Verified,True
INV002417,2073-06-10,119599,SIP,58191,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Cheque,Pending,True
INV000299,2073-08-07,119599,Redemption,203951,Delhi,Noida,T30,26-35,Male,24.4,UPI,Verified,True
INV000332,2073-08-13,119599,SIP,2827,Telangana,Hyderabad,T30,36-45,Female,12.9,Cheque,Pending,True
INV003345,2073-08-24,119599,Redemption,70842,Maharashtra,Pune,T30,26-35,Female,17.7,Net Banking,Verified,True
INV004804,2074-01-05,119599,SIP,2206,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,Verified,True
INV003630,2074-01-23,119599,Redemption,87658,Karnataka,Bangalore,T30,18-25,Female,4.9,Mandate,Verified,True
INV003795,2074-03-06,119599,SIP,524,West Bengal,Kolkata,T30,18-25,Male,7.6,Cheque,Verified,True
INV004469,2074-05-04,119599,Redemption,148401,Delhi,Noida,T30,26-35,Female,24.1,Net Banking,Verified,True
INV003698,2074-06-13,119599,Lumpsum,415548,Madhya Pradesh,Bhopal,B30,36-45,Female,41.5,Net Banking,Verified,True
INV004965,2074-07-08,119599,Lumpsum,40094,Telangana,Hyderabad,T30,46-55,Female,30.3,Net Banking,Verified,True
INV000408,2074-07-17,119599,SIP,2989,Punjab,Amritsar,B30,56+,Male,62.3,Mandate,Verified,True
INV000092,2074-09-23,119599,SIP,1729,Haryana,Gurugram,T30,18-25,Female,3.7,Net Banking,Pending,True
INV004238,2075-03-28,119599,Lumpsum,225113,Haryana,Faridabad,B30,36-45,Male,40.2,Mandate,Verified,True
INV004911,2075-07-07,119599,Redemption,250120,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified,True
INV002468,2075-07-08,119599,SIP,10874,West Bengal,Kolkata,T30,46-55,Male,48.8,UPI,Verified,True
INV001550,2075-08-01,119599,Redemption,73768,Punjab,Chandigarh,T30,18-25,Male,4.1,Mandate,Verified,True
INV004121,2075-08-10,119599,SIP,2627,West Bengal,Kolkata,T30,26-35,Female,22.3,Cheque,Verified,True
INV003065,2075-09-10,119599,SIP,2181,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,Cheque,Verified,True
INV004999,2075-11-14,119599,Redemption,70785,Telangana,Hyderabad,T30,26-35,Male,24.8,Mandate,Verified,True
INV000551,2075-11-15,119599,SIP,5910,Maharashtra,Nashik,B30,26-35,Female,13.2,Mandate,Verified,True
INV000477,2076-01-23,119599,Redemption,409420,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,Mandate,Verified,True
INV004179,2076-07-23,119599,Redemption,451182,Maharashtra,Pune,T30,26-35,Female,19.3,UPI,Verified,True
INV001774,2076-07-27,119599,Lumpsum,345058,Maharashtra,Nashik,B30,56+,Male,32.0,UPI,Verified,True
INV002725,2076-09-09,119599,Redemption,30911,Rajasthan,Udaipur,B30,46-55,Female,49.2,Mandate,Verified,True
INV000179,2077-01-01,119599,SIP,7026,Rajasthan,Udaipur,B30,26-35,Male,10.0,Net Banking,Verified,True
INV000526,2077-04-20,119599,Lumpsum,351135,Tamil Nadu,Coimbatore,B30,26-35,Female,16.5,UPI,Verified,True
INV003638,2077-05-13,119599,Lumpsum,179484,West Bengal,Kolkata,T30,56+,Male,27.1,Cheque,Verified,True
INV003986,2077-09-01,119599,SIP,820,Telangana,Hyderabad,T30,36-45,Male,44.2,UPI,Verified,True
INV002747,2077-09-08,119599,SIP,11915,Haryana,Faridabad,B30,46-55,Male,34.0,Cheque,Verified,True
INV002830,2077-10-24,119599,SIP,1193,Karnataka,Mysore,B30,56+,Male,72.2,Mandate,Verified,True
INV000766,2078-02-18,119599,Redemption,444284,Uttar Pradesh,Agra,B30,46-55,Male,88.1,Net Banking,Verified,True
INV000091,2078-03-18,119599,SIP,9592,Haryana,Gurugram,T30,26-35,Male,14.6,Mandate,Verified,True
INV003487,2078-05-11,119599,SIP,23354,Gujarat,Ahmedabad,T30,26-35,Female,12.0,Net Banking,Verified,True
INV002571,2078-06-02,119599,SIP,1786,Delhi,New Delhi,T30,36-45,Female,32.1,Cheque,Verified,True
INV004212,2078-07-03,119599,SIP,27465,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,UPI,Verified,True
INV002198,2078-07-08,119599,SIP,7712,Delhi,Gurugram,T30,36-45,Female,43.3,Mandate,Verified,True
INV003993,2078-10-01,119599,Redemption,61824,Tamil Nadu,Chennai,T30,46-55,Male,32.2,Mandate,Verified,True
INV002679,2078-11-28,119599,SIP,520,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Cheque,Verified,True
INV002904,2078-12-18,119599,SIP,1639,West Bengal,Kolkata,T30,36-45,Male,52.2,Mandate,Verified,True
INV000914,2079-01-10,119599,SIP,10567,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified,True
INV003146,2079-01-26,119599,SIP,25725,Rajasthan,Udaipur,B30,26-35,Male,20.2,Mandate,Verified,True
INV001021,2079-01-31,119599,SIP,8568,Maharashtra,Mumbai,T30,56+,Male,50.5,Cheque,Verified,True
INV000678,2079-06-25,119599,Redemption,235338,Gujarat,Surat,T30,26-35,Male,19.1,Mandate,Verified,True
INV001966,2079-07-28,119599,SIP,2674,Telangana,Hyderabad,T30,18-25,Male,4.0,Net Banking,Verified,True
INV003055,2079-08-05,119599,SIP,5162,Madhya Pradesh,Indore,T30,26-35,Female,18.0,UPI,Verified,True
INV003549,2079-10-01,119599,Redemption,256179,Maharashtra,Pune,T30,56+,Male,76.9,UPI,Verified,True
INV001287,2079-10-22,119599,SIP,15131,Telangana,Hyderabad,T30,36-45,Female,19.1,UPI,Verified,True
INV001799,2079-10-26,119599,SIP,6191,Rajasthan,Udaipur,B30,56+,Female,45.2,Cheque,Verified,True
INV004978,2080-03-19,119599,SIP,1937,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Cheque,Verified,True
INV003579,2080-04-29,119599,SIP,59646,West Bengal,Kolkata,T30,18-25,Male,4.6,Cheque,Verified,True
INV000093,2080-05-16,119599,Lumpsum,166148,Maharashtra,Mumbai,T30,36-45,Female,59.0,UPI,Verified,True
INV004886,2081-01-06,119599,Redemption,211319,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Mandate,Verified,True
INV004104,2081-01-31,119599,SIP,2488,Tamil Nadu,Coimbatore,B30,26-35,Male,10.5,Net Banking,Verified,True
INV003248,2081-02-25,119599,Redemption,16445,Karnataka,Mysore,B30,26-35,Male,6.5,Net Banking,Verified,True
INV004836,2081-03-08,119599,SIP,7258,West Bengal,Kolkata,T30,26-35,Male,8.3,Net Banking,Pending,True
INV004145,2081-04-15,119599,Lumpsum,336847,Gujarat,Surat,T30,18-25,Male,4.9,Cheque,Verified,True
INV003787,2081-07-07,119599,SIP,23674,Karnataka,Mysore,B30,46-55,Male,29.3,Net Banking,Verified,True
INV002289,2081-08-04,119599,Redemption,212202,Karnataka,Bangalore,T30,26-35,Female,6.4,Mandate,Verified,True
INV002126,2081-08-27,119599,SIP,8160,Delhi,New Delhi,T30,26-35,Female,22.0,Net Banking,Verified,True
INV000027,2081-10-02,119599,Lumpsum,244519,Punjab,Chandigarh,T30,26-35,Male,20.7,Cheque,Verified,True
INV003455,2081-10-22,119599,SIP,3301,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,Net Banking,Verified,True
INV003064,2081-11-07,119599,SIP,2237,Karnataka,Bangalore,T30,26-35,Male,6.5,Net Banking,Verified,True
INV002583,2081-11-30,119599,SIP,2094,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Mandate,Pending,True
INV003956,2081-12-05,119599,Lumpsum,441363,Punjab,Amritsar,B30,36-45,Male,32.3,UPI,Verified,True
INV002185,2081-12-27,119599,Lumpsum,384785,Punjab,Chandigarh,T30,26-35,Male,21.0,UPI,Verified,True
INV004650,2081-12-28,119599,SIP,3297,Punjab,Chandigarh,T30,56+,Male,28.2,Mandate,Verified,True
INV000257,2082-03-03,119599,SIP,2633,Gujarat,Surat,T30,36-45,Male,27.9,Mandate,Verified,True
INV000786,2082-03-19,119599,Redemption,77593,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,Cheque,Verified,True
INV004794,2082-05-31,119599,Lumpsum,222779,Rajasthan,Udaipur,B30,36-45,Female,46.0,UPI,Verified,True
INV003963,2082-07-24,119599,SIP,2998,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Mandate,Verified,True
INV000196,2082-08-11,119599,SIP,16900,Tamil Nadu,Chennai,T30,26-35,Male,17.9,UPI,Verified,True
INV004949,2082-09-30,119599,SIP,985,Delhi,Gurugram,T30,26-35,Male,11.3,Mandate,Verified,True
INV001343,2082-10-11,119599,SIP,7227,Gujarat,Surat,T30,18-25,Female,6.9,UPI,Verified,True
INV003136,2082-10-24,119599,SIP,21163,Haryana,Gurugram,T30,56+,Male,34.4,Mandate,Verified,True
INV001729,2082-11-28,119599,Redemption,228996,Uttar Pradesh,Kanpur,B30,18-25,Male,4.1,Net Banking,Verified,True
INV000894,2082-11-29,119599,Redemption,138836,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified,True
INV000907,2083-03-30,119599,Lumpsum,299563,Karnataka,Bangalore,T30,46-55,Female,64.5,Net Banking,Verified,True
INV002277,2083-05-27,119599,SIP,17320,Haryana,Gurugram,T30,26-35,Female,10.3,Net Banking,Verified,True
INV002001,2083-07-20,119599,Lumpsum,13459,Uttar Pradesh,Kanpur,B30,36-45,Female,38.4,Cheque,Verified,True
INV003868,2083-10-25,119599,SIP,15333,Gujarat,Surat,T30,36-45,Male,25.8,UPI,Verified,True
INV002347,2084-01-14,119599,SIP,554,Delhi,New Delhi,T30,26-35,Female,6.5,Mandate,Verified,True
INV001926,2084-03-17,119599,Lumpsum,94310,Uttar Pradesh,Agra,B30,46-55,Female,26.9,Mandate,Verified,True
INV003139,2084-03-31,119599,SIP,1140,Karnataka,Mysore,B30,36-45,Male,39.4,Net Banking,Verified,True
INV003161,2084-04-28,119599,SIP,1843,Uttar Pradesh,Kanpur,B30,36-45,Female,30.2,Cheque,Verified,True
INV004089,2084-06-22,119599,Lumpsum,186991,Haryana,Gurugram,T30,36-45,Female,15.2,UPI,Verified,True
INV002950,2084-07-17,119599,SIP,5575,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Net Banking,Verified,True
INV000543,2084-09-20,119599,SIP,6166,Haryana,Gurugram,T30,36-45,Male,45.4,Mandate,Verified,True
INV003955,2084-10-07,119599,SIP,891,Gujarat,Ahmedabad,T30,26-35,Female,8.9,UPI,Verified,True
INV003896,2084-11-25,119599,SIP,1833,Haryana,Faridabad,B30,56+,Female,14.3,UPI,Verified,True
INV000332,2084-12-02,119599,SIP,6658,Telangana,Hyderabad,T30,36-45,Female,12.9,Cheque,Verified,True
INV002103,2084-12-27,119599,Lumpsum,445041,Maharashtra,Nashik,B30,26-35,Male,24.1,Cheque,Verified,True
INV001026,2085-04-10,119599,Lumpsum,146585,Haryana,Gurugram,T30,26-35,Male,12.1,Cheque,Verified,True
INV001861,2085-06-12,119599,Lumpsum,232819,Haryana,Gurugram,T30,26-35,Female,19.4,Mandate,Verified,True
INV001886,2085-07-11,119599,SIP,15491,Haryana,Gurugram,T30,18-25,Male,7.7,UPI,Verified,True
INV001423,2085-08-03,119599,SIP,14290,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Net Banking,Verified,True
INV002306,2085-10-17,119599,SIP,10952,Tamil Nadu,Chennai,T30,18-25,Male,3.4,Net Banking,Verified,True
INV000323,2085-11-03,119599,SIP,46680,Telangana,Hyderabad,T30,26-35,Female,23.0,Net Banking,Pending,True
INV004289,2086-01-28,119599,Lumpsum,141446,Karnataka,Bangalore,T30,26-35,Male,14.8,Cheque,Verified,True
INV002234,2086-02-20,119599,Lumpsum,336271,Rajasthan,Jaipur,T30,26-35,Male,24.5,Cheque,Pending,True
INV003633,2086-07-18,119599,SIP,17278,Madhya Pradesh,Bhopal,B30,26-35,Male,11.8,Mandate,Verified,True
INV002822,2086-10-21,119599,SIP,22192,Karnataka,Bangalore,T30,46-55,Male,79.5,Net Banking,Verified,True
INV003205,2086-10-31,119599,SIP,8472,Punjab,Chandigarh,T30,26-35,Female,16.1,UPI,Verified,True
INV004551,2086-11-25,119599,Redemption,349387,Maharashtra,Nashik,B30,18-25,Male,6.0,UPI,Verified,True
INV002212,2086-12-03,119599,Lumpsum,341376,Telangana,Hyderabad,T30,36-45,Male,26.4,Mandate,Verified,True
INV004046,2087-04-22,119599,SIP,21516,Madhya Pradesh,Indore,T30,36-45,Male,53.6,Cheque,Verified,True
INV003545,2087-05-23,119599,Redemption,150701,Gujarat,Ahmedabad,T30,26-35,Female,15.7,Cheque,Pending,True
INV004733,2087-06-12,119599,Lumpsum,115155,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Verified,True
INV002932,2087-08-07,119599,Lumpsum,386238,Haryana,Gurugram,T30,36-45,Female,28.4,UPI,Verified,True
INV002980,2087-09-16,119599,SIP,2417,Maharashtra,Pune,T30,26-35,Male,22.4,Cheque,Pending,True
INV002621,2087-09-27,119599,SIP,2369,Uttar Pradesh,Agra,B30,26-35,Female,22.6,UPI,Verified,True
INV004074,2087-12-21,119599,SIP,1812,Gujarat,Ahmedabad,T30,46-55,Female,85.0,UPI,Verified,True
INV002600,2087-12-27,119599,Lumpsum,267253,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Cheque,Pending,True
INV001843,2088-01-13,119599,SIP,495,West Bengal,Kolkata,T30,46-55,Male,51.9,Net Banking,Pending,True
INV001880,2088-01-20,119599,Lumpsum,266314,Madhya Pradesh,Bhopal,B30,26-35,Male,23.0,UPI,Verified,True
INV000538,2088-02-17,119599,SIP,28910,West Bengal,Kolkata,T30,36-45,Male,26.5,Mandate,Verified,True
INV002137,2088-02-28,119599,Lumpsum,205095,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Cheque,Verified,True
INV000328,2088-04-28,119599,Lumpsum,129964,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,UPI,Verified,True
INV002935,2088-05-10,119599,SIP,3500,Madhya Pradesh,Indore,T30,18-25,Male,5.6,UPI,Pending,True
INV004098,2088-07-11,119599,Lumpsum,430240,Delhi,Noida,T30,26-35,Male,11.3,Cheque,Verified,True
INV000576,2088-07-12,119599,Lumpsum,271099,Delhi,New Delhi,T30,46-55,Male,79.7,UPI,Verified,True
INV002917,2088-07-15,119599,Lumpsum,65969,Maharashtra,Pune,T30,18-25,Male,6.4,Mandate,Verified,True
INV001955,2088-08-31,119599,SIP,4046,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Cheque,Verified,True
INV003694,2088-09-15,119599,SIP,1001,Madhya Pradesh,Bhopal,B30,26-35,Female,24.1,Net Banking,Verified,True
INV003304,2088-10-05,119599,SIP,49906,Telangana,Hyderabad,T30,18-25,Female,4.8,Mandate,Verified,True
INV000746,2088-10-18,119599,Lumpsum,144178,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,UPI,Verified,True
INV000626,2088-10-20,119599,Lumpsum,431981,Haryana,Gurugram,T30,26-35,Female,12.3,Mandate,Verified,True
INV003146,2088-11-25,119599,SIP,8628,Rajasthan,Udaipur,B30,26-35,Male,20.2,Cheque,Verified,True
INV001265,2088-12-15,119599,SIP,5943,Tamil Nadu,Coimbatore,B30,26-35,Male,20.3,Cheque,Verified,True
INV001022,2089-02-02,119599,Lumpsum,163538,Karnataka,Mysore,B30,36-45,Male,19.6,Cheque,Verified,True
INV004613,2089-02-17,119599,Lumpsum,224955,Maharashtra,Pune,T30,36-45,Male,27.2,Mandate,Verified,True
INV002838,2089-02-28,119599,SIP,3193,West Bengal,Kolkata,T30,56+,Female,71.9,Cheque,Verified,True
INV003892,2089-04-03,119599,SIP,13209,Punjab,Amritsar,B30,46-55,Male,24.4,Cheque,Verified,True
INV000360,2089-05-06,119599,SIP,16763,Maharashtra,Mumbai,T30,36-45,Female,55.3,UPI,Verified,True
INV004138,2089-05-22,119599,SIP,2216,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Net Banking,Verified,True
INV004607,2089-06-13,119599,SIP,14382,Telangana,Hyderabad,T30,26-35,Female,7.0,UPI,Verified,True
INV003931,2089-06-25,119599,Redemption,41444,Madhya Pradesh,Indore,T30,26-35,Male,17.7,Cheque,Verified,True
INV000020,2089-07-20,119599,Redemption,162784,Delhi,Noida,T30,36-45,Female,17.0,Cheque,Verified,True
INV000912,2089-08-04,119599,Redemption,223918,Haryana,Faridabad,B30,36-45,Male,26.7,Cheque,Verified,True
INV002839,2089-09-20,119599,SIP,11763,Punjab,Amritsar,B30,26-35,Male,14.8,Net Banking,Pending,True
INV004162,2089-10-16,119599,SIP,16200,Haryana,Faridabad,B30,18-25,Male,5.1,UPI,Verified,True
INV003909,2089-10-26,119599,Redemption,154928,Haryana,Gurugram,T30,46-55,Male,29.1,Mandate,Verified,True
INV003405,2089-12-05,119599,SIP,53126,Rajasthan,Jaipur,T30,26-35,Male,11.5,Net Banking,Verified,True
INV001641,2089-12-11,119599,Redemption,7368,Haryana,Faridabad,B30,26-35,Male,15.4,Net Banking,Verified,True
INV000606,2090-01-10,119599,Redemption,377972,Karnataka,Mysore,B30,18-25,Male,7.8,UPI,Verified,True
INV002986,2090-01-21,119599,Lumpsum,353185,Punjab,Amritsar,B30,26-35,Male,11.9,Net Banking,Verified,True
INV004515,2090-04-03,119599,Redemption,100317,Rajasthan,Udaipur,B30,18-25,Female,5.2,Net Banking,Verified,True
INV003883,2090-05-12,119599,Redemption,387502,West Bengal,Kolkata,T30,26-35,Male,6.7,Cheque,Verified,True
INV001616,2090-10-22,119599,SIP,8137,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Net Banking,Verified,True
INV002259,2090-12-01,119599,SIP,2492,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Pending,True
INV000785,2090-12-17,119599,SIP,4486,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Cheque,Verified,True
INV003411,2091-01-01,119599,Lumpsum,387319,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Net Banking,Verified,True
INV000819,2091-01-15,119599,SIP,16066,Karnataka,Bangalore,T30,36-45,Male,56.5,UPI,Verified,True
INV003294,2091-01-17,119599,SIP,55328,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,UPI,Verified,True
INV002588,2091-01-26,119599,Lumpsum,178987,West Bengal,Kolkata,T30,18-25,Male,5.5,UPI,Verified,True
INV002586,2091-07-23,119599,SIP,2968,West Bengal,Kolkata,T30,26-35,Female,9.1,Mandate,Verified,True
INV003295,2091-08-17,119599,SIP,1818,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,Verified,True
INV004006,2091-09-15,119599,Lumpsum,79137,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,UPI,Verified,True
INV002595,2091-09-29,119599,SIP,7227,Tamil Nadu,Coimbatore,B30,36-45,Male,27.8,Net Banking,Verified,True
INV004953,2091-10-29,119599,SIP,2722,Haryana,Faridabad,B30,36-45,Male,36.3,Net Banking,Verified,True
INV004054,2091-11-26,119599,Lumpsum,518264,Tamil Nadu,Chennai,T30,26-35,Female,6.4,UPI,Verified,True
INV002475,2091-12-25,119599,SIP,585,Delhi,New Delhi,T30,26-35,Male,14.4,Mandate,Verified,True
INV000190,2092-02-14,119599,SIP,4195,Madhya Pradesh,Indore,T30,26-35,Female,8.2,Cheque,Verified,True
INV004461,2092-03-23,119599,Redemption,120505,Tamil Nadu,Chennai,T30,46-55,Male,80.3,Mandate,Verified,True
INV001165,2092-04-11,119599,SIP,517,Delhi,Noida,T30,46-55,Female,48.5,Net Banking,Verified,True
INV002437,2092-04-25,119599,SIP,570,Haryana,Faridabad,B30,26-35,Male,24.8,Net Banking,Verified,True
INV001460,2092-05-25,119599,SIP,16646,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,UPI,Verified,True
INV000441,2092-06-14,119599,SIP,1933,Tamil Nadu,Chennai,T30,26-35,Female,8.3,Cheque,Verified,True
INV003349,2092-09-07,119599,SIP,12973,Uttar Pradesh,Agra,B30,26-35,Male,10.5,Mandate,Verified,True
INV002510,2092-10-13,119599,SIP,2150,Karnataka,Mysore,B30,36-45,Male,32.6,UPI,Verified,True
INV001937,2092-10-21,119599,Lumpsum,282036,Haryana,Gurugram,T30,18-25,Male,7.8,Mandate,Verified,True
INV000906,2092-11-08,119599,Lumpsum,248100,Maharashtra,Mumbai,T30,26-35,Male,20.7,UPI,Verified,True
INV000425,2092-12-09,119599,Redemption,106813,Rajasthan,Jaipur,T30,56+,Male,77.2,Net Banking,Verified,True
INV002005,2093-01-18,119599,SIP,4246,Maharashtra,Pune,T30,18-25,Male,7.1,Cheque,Verified,True
INV004116,2093-02-07,119599,SIP,2331,Gujarat,Ahmedabad,T30,36-45,Male,59.4,Cheque,Verified,True
INV001834,2093-03-20,119599,SIP,15981,Gujarat,Ahmedabad,T30,26-35,Male,11.4,UPI,Verified,True
INV001497,2093-04-04,119599,SIP,3402,Maharashtra,Mumbai,T30,36-45,Male,56.8,UPI,Verified,True
INV004607,2093-04-24,119599,SIP,1082,Telangana,Hyderabad,T30,26-35,Female,7.0,UPI,Verified,True
INV001939,2093-04-27,119599,Lumpsum,400764,West Bengal,Kolkata,T30,26-35,Male,21.2,Mandate,Verified,True
INV000559,2093-04-29,119599,SIP,29239,Madhya Pradesh,Indore,T30,26-35,Male,6.1,UPI,Verified,True
INV003449,2093-06-24,119599,Lumpsum,241372,Gujarat,Ahmedabad,T30,56+,Male,10.0,UPI,Verified,True
INV003011,2093-07-15,119599,Lumpsum,421995,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Cheque,Verified,True
INV000445,2093-08-11,119599,SIP,2843,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,Net Banking,Verified,True
INV003854,2093-08-13,119599,SIP,17898,Maharashtra,Pune,T30,26-35,Male,16.5,Mandate,Verified,True
INV003557,2093-10-04,119599,SIP,28997,Karnataka,Bangalore,T30,46-55,Female,81.8,Mandate,Pending,True
INV001528,2094-03-19,119599,Lumpsum,519676,Telangana,Hyderabad,T30,26-35,Female,20.7,Net Banking,Verified,True
INV000321,2094-05-07,119599,SIP,25378,Maharashtra,Mumbai,T30,26-35,Male,24.2,Net Banking,Verified,True
INV000266,2094-06-08,119599,Lumpsum,31572,Madhya Pradesh,Indore,T30,56+,Male,67.6,UPI,Verified,True
INV003293,2094-06-12,119599,SIP,23595,Uttar Pradesh,Agra,B30,36-45,Male,30.2,Net Banking,Verified,True
INV003408,2094-06-19,119599,Redemption,392145,West Bengal,Kolkata,T30,18-25,Male,6.1,Mandate,Verified,True
INV002798,2094-06-30,119599,Lumpsum,109522,Tamil Nadu,Coimbatore,B30,26-35,Female,24.5,Net Banking,Verified,True
INV003205,2094-10-21,119599,Lumpsum,364147,Punjab,Chandigarh,T30,26-35,Female,16.1,Net Banking,Verified,True
INV000755,2094-11-02,119599,SIP,47823,Uttar Pradesh,Agra,B30,26-35,Female,13.1,UPI,Verified,True
INV004853,2095-02-28,119599,Lumpsum,176172,Haryana,Gurugram,T30,26-35,Female,15.6,UPI,Pending,True
INV001757,2095-03-23,119599,Lumpsum,58254,Telangana,Hyderabad,T30,46-55,Male,87.3,Net Banking,Verified,True
